city,state,lat,lng
Akutan,AK,54.134300,-165.775150
Anchor Point,AK,59.776670,-151.831390
Anchorage,AK,61.218060,-149.900280
Badger,AK,64.800000,-147.533330
Bear Creek,AK,60.164170,-149.395000
Bethel,AK,60.792220,-161.755830
Big Lake,AK,61.521390,-149.954440
Butte,AK,61.542220,-149.033330
Chevak,AK,61.527780,-165.586390
Cohoe,AK,60.368610,-151.306390
College,AK,64.856940,-147.802780
Cordova,AK,60.543200,-145.758670
Craig,AK,55.476390,-133.148330
Deltana,AK,63.872170,-145.217730
Diamond Ridge,AK,59.676110,-151.557500
Dillingham,AK,59.039720,-158.457500
Dutch Harbor,AK,53.889800,-166.542200
Eagle River,AK,61.321390,-149.567780
Eielson Air Force Base,AK,64.663270,-147.054420
Elmendorf Air Force Base,AK,61.257030,-149.631390
Ester,AK,64.847220,-148.014440
Fairbanks,AK,64.837780,-147.716390
Farm Loop,AK,61.638910,-149.142150
Farmers Loop,AK,64.908220,-147.698660
Fishhook,AK,61.744020,-149.236130
Fritz Creek,AK,59.736110,-151.295280
Funny River,AK,60.501940,-150.762220
Gateway,AK,61.572780,-149.240830
Girdwood,AK,60.942500,-149.166390
Haines,AK,59.235950,-135.445330
Healy,AK,63.856940,-148.966110
Homer,AK,59.642500,-151.549400
Hooper Bay,AK,61.531110,-166.096670
Houston,AK,61.630280,-149.818060
Juneau,AK,58.301940,-134.419720
Kalifornsky,AK,60.418330,-151.290000
Kenai,AK,60.554440,-151.258330
Ketchikan,AK,55.341800,-131.647570
King Cove,AK,55.060870,-162.318530
Knik-Fairview,AK,61.512620,-149.600120
Kodiak,AK,57.788520,-152.405330
Kodiak Station,AK,57.765870,-152.600040
Kotzebue,AK,66.898460,-162.598090
Lakes,AK,61.607130,-149.308610
Lazy Mountain,AK,61.626110,-148.945560
Meadow Lakes,AK,61.624720,-149.601110
Metlakatla,AK,55.129050,-131.576980
Nikiski,AK,60.690280,-151.288890
Nome,AK,64.501110,-165.406390
North Pole,AK,64.751110,-147.349440
Palmer,AK,61.599410,-149.114560
Petersburg,AK,56.812500,-132.955560
Prudhoe Bay,AK,70.255280,-148.337220
Ridgeway,AK,60.531940,-151.085280
Salcha,AK,64.523990,-146.902100
Sand Point,AK,55.335970,-160.500710
Seward,AK,60.104260,-149.443500
Sitka,AK,57.053150,-135.330880
Skagway,AK,59.458330,-135.313890
Soldotna,AK,60.487780,-151.058330
Sterling,AK,60.537220,-150.764720
Susitna North,AK,62.161290,-149.850750
Sutton-Alpine,AK,61.710410,-148.894070
Tanaina,AK,61.626940,-149.428060
Tok,AK,63.336670,-142.985560
Unalaska,AK,53.874130,-166.534080
Utqiagvik,AK,71.290580,-156.788720
Valdez,AK,61.130830,-146.348330
Wasilla,AK,61.580900,-149.441500
Willow,AK,61.747220,-150.037500
Wrangell,AK,56.470830,-132.376670
Abbeville,AL,31.571840,-85.250490
Adamsville,AL,33.600940,-86.956110
Alabaster,AL,33.244280,-86.816380
Albertville,AL,34.267830,-86.208780
Alexander City,AL,32.944010,-85.953850
Alexandria,AL,33.773990,-85.885520
Aliceville,AL,33.129570,-88.151420
Andalusia,AL,31.308080,-86.482430
Anniston,AL,33.659830,-85.831630
Arab,AL,34.318150,-86.495820
Argo,AL,33.687780,-86.500510
Ashford,AL,31.182960,-85.236320
Ashland,AL,33.273730,-85.836070
Ashville,AL,33.837040,-86.254420
Athens,AL,34.802430,-86.972190
Atmore,AL,31.023790,-87.493870
Attalla,AL,34.021760,-86.088590
Auburn,AL,32.609860,-85.480780
Ballplay,AL,34.058710,-85.808020
Bay Minette,AL,30.882960,-87.773050
Bayou La Batre,AL,30.403520,-88.248520
Bear Creek,AL,34.274820,-87.700580
Berry,AL,33.659830,-87.600010
Bessemer,AL,33.401780,-86.954440
Birmingham,AL,33.520660,-86.802490
Blountsville,AL,34.081490,-86.591100
Blue Ridge,AL,32.492640,-86.190520
Boaz,AL,34.200650,-86.166370
Brent,AL,32.937350,-87.164720
Brewton,AL,31.105180,-87.072190
Bridgeport,AL,34.947580,-85.714420
Brighton,AL,33.434280,-86.947210
Brook Highland,AL,33.435660,-86.673880
Brookside,AL,33.637880,-86.916660
Brookwood,AL,33.255670,-87.320830
Brundidge,AL,31.720160,-85.816060
Butler,AL,32.089590,-88.221970
Bynum,AL,33.613160,-85.961080
Cahaba Heights,AL,33.464000,-86.731930
Calera,AL,33.102900,-86.753600
Camden,AL,31.990980,-87.290550
Carbon Hill,AL,33.891770,-87.526120
Carlisle-Rockledge,AL,34.114450,-86.124070
Carrollton,AL,33.261690,-88.095030
Cedar Bluff,AL,34.220090,-85.607740
Center Point,AL,33.645660,-86.683600
Centre,AL,34.152040,-85.678850
Centreville,AL,32.946200,-87.116690
Chalkville,AL,33.653160,-86.647770
Chatom,AL,31.465170,-88.254460
Chelsea,AL,33.340110,-86.630260
Cherokee,AL,34.757030,-87.972810
Chickasaw,AL,30.763800,-88.074720
Childersburg,AL,33.278170,-86.354980
Choccolocco,AL,33.659270,-85.703570
Citronelle,AL,31.090730,-88.228060
Clanton,AL,32.838740,-86.629430
Clay,AL,33.702600,-86.599710
Clayton,AL,31.878220,-85.449660
Cleveland,AL,33.990930,-86.577490
Clio,AL,31.708780,-85.610500
Coaling,AL,33.159010,-87.340830
Collinsville,AL,34.263980,-85.860530
Columbiana,AL,33.178170,-86.607210
Concord,AL,33.467610,-87.031110
Coosada,AL,32.497910,-86.331360
Cordova,AL,33.759830,-87.183330
Cottonwood,AL,31.048790,-85.304930
Cowarts,AL,31.200180,-85.304650
Creola,AL,30.891850,-88.039720
Crossville,AL,34.287590,-85.994140
Cullman,AL,34.174820,-86.843610
Dadeville,AL,32.831240,-85.763570
Daleville,AL,31.310170,-85.712990
Danville,AL,34.414540,-87.087510
Daphne,AL,30.603530,-87.903600
Dauphin Island,AL,30.255480,-88.109720
Deatsville,AL,32.608190,-86.395810
Decatur,AL,34.605930,-86.983340
Demopolis,AL,32.517640,-87.836400
Dixiana,AL,33.740210,-86.649380
Dora,AL,33.728720,-87.090280
Dothan,AL,31.223230,-85.390490
Double Springs,AL,34.146370,-87.402470
East Brewton,AL,31.093230,-87.062750
East Florence,AL,34.809530,-87.649470
Eclectic,AL,32.635410,-86.034410
Elba,AL,31.414610,-86.067720
Elberta,AL,30.414360,-87.597760
Elmore,AL,32.538740,-86.314970
Emerald Mountain,AL,32.447930,-86.094290
Enterprise,AL,31.315170,-85.855220
Eufaula,AL,31.891270,-85.145490
Eutaw,AL,32.840590,-87.887620
Evergreen,AL,31.433500,-86.956920
Fairfield,AL,33.485940,-86.911940
Fairhope,AL,30.522970,-87.903330
Falkville,AL,34.368430,-86.908620
Fayette,AL,33.684550,-87.830850
Fayetteville,AL,33.145670,-86.405810
Flint City,AL,34.523150,-86.970290
Flomaton,AL,31.000180,-87.260810
Florala,AL,31.005180,-86.328000
Florence,AL,34.799810,-87.677250
Foley,AL,30.406590,-87.683600
Forestdale,AL,33.570110,-86.896380
Fort Deposit,AL,31.984590,-86.578590
Fort Novosel,AL,31.342820,-85.715380
Fort Payne,AL,34.444250,-85.719690
Frisco City,AL,31.433500,-87.401380
Fultondale,AL,33.604830,-86.793880
Fyffe,AL,34.446760,-85.904140
Gadsden,AL,34.014340,-86.006390
Gardendale,AL,33.660100,-86.812770
Geneva,AL,31.032960,-85.863820
Georgiana,AL,31.637100,-86.741920
Glencoe,AL,33.957040,-85.932470
Good Hope,AL,34.115930,-86.863610
Goodwater,AL,33.065670,-86.053300
Gordo,AL,33.320120,-87.902800
Grand Bay,AL,30.476310,-88.342230
Grayson Valley,AL,33.648160,-86.639430
Graysville,AL,33.620660,-86.971380
Greensboro,AL,32.704150,-87.595500
Greenville,AL,31.829600,-86.617750
Grove Hill,AL,31.708770,-87.777220
Guin,AL,33.965660,-87.914750
Gulf Shores,AL,30.246040,-87.700820
Guntersville,AL,34.358230,-86.294460
Hackleburg,AL,34.277320,-87.828640
Haleyville,AL,34.226490,-87.621410
Hamilton,AL,34.142320,-87.988640
Hanceville,AL,34.060650,-86.767500
Harpersville,AL,33.344000,-86.438040
Hartford,AL,31.102400,-85.696880
Hartselle,AL,34.443430,-86.935280
Harvest,AL,34.855640,-86.750830
Hayden,AL,33.892600,-86.757770
Hayneville,AL,32.184030,-86.580250
Hazel Green,AL,34.932310,-86.571940
Headland,AL,31.351280,-85.342160
Heflin,AL,33.648990,-85.587460
Helena,AL,33.296220,-86.843600
Henagar,AL,34.635080,-85.767190
Highland Lakes,AL,33.398380,-86.651300
Hokes Bluff,AL,33.998150,-85.866360
Holt,AL,33.234010,-87.484450
Holtville,AL,32.636240,-86.326640
Homewood,AL,33.471770,-86.800820
Hoover,AL,33.405390,-86.811380
Horton,AL,34.200930,-86.296920
Hueytown,AL,33.451220,-86.996660
Huguley,AL,32.834570,-85.229660
Huntsville,AL,34.730400,-86.585940
Indian Springs Village,AL,33.355390,-86.754430
Inverness,AL,32.014880,-85.746060
Irondale,AL,33.538160,-86.707210
Jack,AL,31.574050,-86.000230
Jackson,AL,31.509050,-87.894440
Jacksonville,AL,33.813820,-85.761300
Jasper,AL,33.831220,-87.277510
Jemison,AL,32.959850,-86.746650
Kimberly,AL,33.773440,-86.813880
Kinsey,AL,31.299060,-85.344380
Ladonia,AL,32.468200,-85.079100
Lafayette,AL,32.899850,-85.401060
Lake Purdy,AL,33.430110,-86.680540
Lake View,AL,33.280670,-87.137500
Lanett,AL,32.868740,-85.190500
Leeds,AL,33.548160,-86.544430
Leesburg,AL,34.179820,-85.761360
Level Plains,AL,31.299620,-85.777990
Lillian,AL,30.412980,-87.436920
Lincoln,AL,33.613160,-86.118310
Linden,AL,32.306250,-87.798070
Lineville,AL,33.310670,-85.754410
Lipscomb,AL,33.425660,-86.926660
Livingston,AL,32.584300,-88.187250
Locust Fork,AL,33.907600,-86.615270
Loxley,AL,30.618250,-87.753050
Luverne,AL,31.716550,-86.263850
Madison,AL,34.699260,-86.748330
Malvern,AL,31.139340,-85.519100
Marbury,AL,32.701240,-86.471090
Margaret,AL,33.686210,-86.474980
Marion,AL,32.632350,-87.319170
Meadowbrook,AL,33.402050,-86.696650
Meridianville,AL,34.851480,-86.572220
Midfield,AL,33.461500,-86.908880
Midland City,AL,31.319060,-85.493820
Mignon,AL,33.183450,-86.261090
Millbrook,AL,32.479860,-86.361920
Minor,AL,33.537330,-86.940550
Mobile,AL,30.694360,-88.043050
Monroeville,AL,31.527940,-87.324710
Montevallo,AL,33.100670,-86.864160
Montgomery,AL,32.366810,-86.299970
Moody,AL,33.590940,-86.490820
Moores Mill,AL,34.843980,-86.518320
Morris,AL,33.748160,-86.808600
Moulton,AL,34.481210,-87.293350
Moundville,AL,32.997620,-87.630010
Mount Olive,AL,33.670940,-86.856100
Mount Vernon,AL,31.085180,-88.013330
Mountain Brook,AL,33.500940,-86.752210
Munford,AL,33.529830,-85.950800
Muscle Shoals,AL,34.744810,-87.667530
New Brockton,AL,31.385720,-85.929390
New Hope,AL,34.537120,-86.394260
New Market,AL,34.910030,-86.427790
Newton,AL,31.335170,-85.605210
North Bibb,AL,33.204010,-87.153050
Northport,AL,33.229010,-87.577230
Odenville,AL,33.677320,-86.396650
Ohatchee,AL,33.783430,-86.002470
Oneonta,AL,33.948150,-86.472760
Opelika,AL,32.645410,-85.378280
Opp,AL,31.282670,-86.255510
Orange Beach,AL,30.294370,-87.573590
Owens Cross Roads,AL,34.588150,-86.458880
Oxford,AL,33.614270,-85.834960
Ozark,AL,31.459060,-85.640490
Pelham,AL,33.285670,-86.809990
Pell City,AL,33.586210,-86.286090
Phenix City,AL,32.470980,-85.000770
Phil Campbell,AL,34.350930,-87.706420
Piedmont,AL,33.924550,-85.611350
Pike Road,AL,32.284310,-86.103020
Pine Level,AL,32.583740,-86.465530
Pinson,AL,33.688990,-86.683320
Plateau,AL,30.735620,-88.060630
Pleasant Grove,AL,33.490940,-86.970270
Point Clear,AL,30.474080,-87.919160
Prattville,AL,32.464020,-86.459700
Priceville,AL,34.525090,-86.894730
Prichard,AL,30.738800,-88.078890
Ragland,AL,33.744540,-86.155810
Rainbow City,AL,33.954820,-86.041920
Rainsville,AL,34.494250,-85.847750
Red Bay,AL,34.439820,-88.140870
Redstone Arsenal,AL,34.683870,-86.647640
Reform,AL,33.378450,-88.015300
Rehobeth,AL,31.122960,-85.452710
Riverside,AL,33.606210,-86.204420
Roanoke,AL,33.151230,-85.372170
Robertsdale,AL,30.553800,-87.711930
Rock Creek,AL,33.477050,-87.080270
Rockford,AL,32.889570,-86.219690
Rogersville,AL,34.825780,-87.296760
Russellville,AL,34.507870,-87.728640
Saks,AL,33.698710,-85.839690
Samson,AL,31.112950,-86.046050
Saraland,AL,30.820740,-88.070560
Sardis City,AL,34.174260,-86.122750
Satsuma,AL,30.853240,-88.056110
Scottsboro,AL,34.672310,-86.034150
Selma,AL,32.407360,-87.021100
Selmont-West Selmont,AL,32.378430,-87.007400
Semmes,AL,30.778240,-88.259170
Sheffield,AL,34.765090,-87.698640
Shelby,AL,33.110400,-86.584150
Shoal Creek,AL,33.430760,-86.610920
Slocomb,AL,31.108230,-85.594380
Smiths Station,AL,32.540140,-85.098550
Smoke Rise,AL,33.891770,-86.820270
Southside,AL,33.924540,-86.022470
Spanish Fort,AL,30.674910,-87.915270
Springville,AL,33.775050,-86.471910
Steele,AL,33.939820,-86.201640
Stevenson,AL,34.868690,-85.839420
Stewartville,AL,33.079290,-86.244420
Sulligent,AL,33.901770,-88.134480
Sumiton,AL,33.755660,-87.050000
Summerdale,AL,30.487700,-87.699710
Sylacauga,AL,33.173170,-86.251640
Sylvan Springs,AL,33.515660,-87.014990
Sylvania,AL,34.562310,-85.812470
Talladega,AL,33.435940,-86.105800
Tallassee,AL,32.535970,-85.893290
Tarrant,AL,33.583440,-86.772770
Taylor,AL,31.164900,-85.468270
Theodore,AL,30.547690,-88.175280
Thomasville,AL,31.913490,-87.735840
Thorsby,AL,32.915680,-86.715820
Tillmans Corner,AL,30.590190,-88.170840
Town Creek,AL,34.681200,-87.406130
Trinity,AL,34.606760,-87.088350
Troy,AL,31.808770,-85.969950
Trussville,AL,33.619830,-86.608880
Tuscaloosa,AL,33.209840,-87.569170
Tuscumbia,AL,34.731200,-87.702530
Tuskegee,AL,32.424150,-85.690960
Underwood-Petersville,AL,34.876950,-87.697170
Union Springs,AL,32.144320,-85.714950
Uniontown,AL,32.449580,-87.514170
Valley,AL,32.818740,-85.179390
Valley Grande,AL,32.509020,-86.987490
Vance,AL,33.174280,-87.233610
Vandiver,AL,33.470660,-86.513320
Vernon,AL,33.757050,-88.108920
Vestavia Hills,AL,33.448720,-86.787770
Vincent,AL,33.384550,-86.411920
Warrior,AL,33.814270,-86.809440
Washington Street Courthouse Annex,AL,34.802640,-86.972980
Weaver,AL,33.752050,-85.811350
Webb,AL,31.260450,-85.273270
Wedowee,AL,33.309000,-85.484670
West Blocton,AL,33.118170,-87.125000
West End-Cobb Town,AL,33.652500,-85.874200
Westover,AL,33.349550,-86.535820
Wetumpka,AL,32.543740,-86.211910
Whitesboro,AL,34.163430,-86.069420
Wilsonville,AL,33.234280,-86.483590
Winfield,AL,33.928990,-87.817250
Woodstock,AL,33.206780,-87.150000
York,AL,32.486250,-88.296420
Alexander,AR,34.629540,-92.441270
Alma,AR,35.477870,-94.221880
Arkadelphia,AR,34.120930,-93.053780
Arkansas City,AR,33.608720,-91.206780
Ash Flat,AR,36.223960,-91.608480
Ashdown,AR,33.674290,-94.131310
Atkins,AR,35.246470,-92.936560
Augusta,AR,35.282310,-91.365410
Austin,AR,34.998420,-91.983760
Bald Knob,AR,35.309810,-91.567910
Barling,AR,35.325650,-94.301600
Batesville,AR,35.769800,-91.640970
Bay,AR,35.742300,-90.562330
Beebe,AR,35.070640,-91.879590
Bella Vista,AR,36.480700,-94.271340
Benton,AR,34.564540,-92.586830
Bentonville,AR,36.372850,-94.208820
Berryville,AR,36.364790,-93.567970
Bethel Heights,AR,36.214240,-94.129370
Blytheville,AR,35.927300,-89.918980
Bono,AR,35.908680,-90.802620
Booneville,AR,35.140090,-93.921590
Brinkley,AR,34.887870,-91.194570
Brookland,AR,35.900070,-90.582050
Bryant,AR,34.595930,-92.489050
Bull Shoals,AR,36.383960,-92.581550
Cabot,AR,34.974530,-92.016530
Calico Rock,AR,36.119510,-92.135990
Camden,AR,33.584560,-92.834330
Caraway,AR,35.758130,-90.322320
Carlisle,AR,34.783150,-91.746520
Cave City,AR,35.941740,-91.548470
Cave Springs,AR,36.263410,-94.231870
Cedarville,AR,35.569810,-94.366880
Centerton,AR,36.359800,-94.285210
Charleston,AR,35.297040,-94.036320
Cherokee Village,AR,36.297840,-91.515970
Clarendon,AR,34.693150,-91.313740
Clarksville,AR,35.471470,-93.466570
Clinton,AR,35.591470,-92.460440
Coal Hill,AR,35.437310,-93.672970
Conway,AR,35.088700,-92.442100
Corning,AR,36.407840,-90.579830
Crossett,AR,33.128180,-91.961240
Danville,AR,35.053980,-93.393520
Dardanelle,AR,35.223140,-93.157950
De Queen,AR,34.037890,-94.341320
De Witt,AR,34.292880,-91.337900
Decatur,AR,36.335910,-94.460770
Dermott,AR,33.525390,-91.435950
Des Arc,AR,34.977040,-91.495130
Diaz,AR,35.638410,-91.265130
Dierks,AR,34.119280,-94.016580
Dover,AR,35.401470,-93.114340
Dumas,AR,33.887050,-91.491790
Earle,AR,35.275090,-90.466770
East End,AR,34.550650,-92.340990
El Dorado,AR,33.207630,-92.666270
Elkins,AR,36.001470,-94.008250
Elm Springs,AR,36.206190,-94.234370
England,AR,34.544260,-91.969030
Eudora,AR,33.109570,-91.262060
Eureka Springs,AR,36.401180,-93.737970
Fairfield Bay,AR,35.594240,-92.277930
Farmington,AR,36.042020,-94.247150
Fayetteville,AR,36.062580,-94.157430
Flippin,AR,36.278960,-92.597110
Fordyce,AR,33.813720,-92.412930
Forrest City,AR,35.008150,-90.789830
Fort Smith,AR,35.385920,-94.398550
Gassville,AR,36.283120,-92.494050
Gentry,AR,36.267580,-94.484660
Gibson,AR,34.884260,-92.235700
Glenwood,AR,34.326770,-93.550740
Goshen,AR,36.101190,-93.991310
Gosnell,AR,35.959790,-89.972030
Gravel Ridge,AR,34.868420,-92.190700
Gravette,AR,36.422020,-94.453550
Green Forest,AR,36.335350,-93.436020
Greenbrier,AR,35.233970,-92.387650
Greenland,AR,35.994250,-94.175200
Greenwood,AR,35.215650,-94.255770
Gurdon,AR,33.920940,-93.154060
Hamburg,AR,33.228180,-91.797630
Hampton,AR,33.537890,-92.469880
Harrisburg,AR,35.564250,-90.716780
Harrison,AR,36.229790,-93.107680
Haskell,AR,34.501480,-92.636550
Hazen,AR,34.780930,-91.580970
Heber Springs,AR,35.491470,-92.031260
Helena,AR,34.529550,-90.591770
Helena-West Helena,AR,34.529100,-90.590000
Highland,AR,36.275900,-91.524030
Holiday Island,AR,36.485350,-93.732140
Hope,AR,33.667060,-93.591570
Horatio,AR,33.938450,-94.357150
Horseshoe Bend,AR,36.229230,-91.764310
Hot Springs,AR,34.503700,-93.055180
Hot Springs Village,AR,34.672040,-92.998790
Hoxie,AR,36.050350,-90.975120
Hughes,AR,34.949260,-90.471490
Huntsville,AR,36.086190,-93.741300
Jacksonville,AR,34.866200,-92.110150
Jasper,AR,36.008130,-93.186570
Johnson,AR,36.132860,-94.165480
Jonesboro,AR,35.842300,-90.704280
Judsonia,AR,35.270090,-91.639860
Kensett,AR,35.231750,-91.667640
Lake City,AR,35.816190,-90.434270
Lake Hamilton,AR,34.424530,-93.095180
Lake Village,AR,33.328730,-91.281780
Lamar,AR,35.440640,-93.387960
Landmark,AR,34.611200,-92.319600
Lavaca,AR,35.336200,-94.173260
Leachville,AR,35.935910,-90.257880
Lepanto,AR,35.611190,-90.329820
Lewisville,AR,33.358460,-93.577680
Lincoln,AR,35.949530,-94.423550
Little Flock,AR,36.385910,-94.135200
Little Rock,AR,34.746480,-92.289590
Little Rock Air Force Base,AR,34.891490,-92.159550
London,AR,35.328970,-93.252960
Lonoke,AR,34.783980,-91.899860
Lowell,AR,36.255350,-94.130760
Luxora,AR,35.756190,-89.928140
Magnolia,AR,33.267070,-93.239330
Malvern,AR,34.362310,-92.812950
Manila,AR,35.880070,-90.167040
Mansfield,AR,35.059540,-94.252710
Marianna,AR,34.773710,-90.757610
Marion,AR,35.214530,-90.196480
Marked Tree,AR,35.532860,-90.420660
Marmaduke,AR,36.187010,-90.383160
Marshall,AR,35.908960,-92.631270
Marvell,AR,34.555660,-90.912890
Maumelle,AR,34.866760,-92.404320
Mayflower,AR,34.957030,-92.427380
McAlmont,AR,34.808420,-92.181810
McCrory,AR,35.256200,-91.200120
McGehee,AR,33.629000,-91.399560
Melbourne,AR,36.059510,-91.908480
Mena,AR,34.586220,-94.239660
Midway,AR,36.385340,-92.461830
Mineral Springs,AR,33.875120,-93.913800
Monette,AR,35.890630,-90.344270
Monticello,AR,33.629000,-91.790960
Morrilton,AR,35.150920,-92.744050
Mount Ida,AR,34.556760,-93.634080
Mountain Home,AR,36.335340,-92.385160
Mountain View,AR,35.868410,-92.117650
Mulberry,AR,35.500640,-94.051590
Murfreesboro,AR,34.062330,-93.689900
Nashville,AR,33.945670,-93.847130
Newark,AR,35.701740,-91.441520
Newport,AR,35.604800,-91.281800
North Crossett,AR,33.165680,-91.941520
North Little Rock,AR,34.769540,-92.267090
Ola,AR,35.032310,-93.223230
Osceola,AR,35.705080,-89.969530
Ozark,AR,35.487030,-93.827700
Paragould,AR,36.058400,-90.497330
Paris,AR,35.292030,-93.729920
Parkin,AR,35.263420,-90.571220
Pea Ridge,AR,36.453960,-94.115200
Perryville,AR,35.004810,-92.802670
Piggott,AR,36.382840,-90.190650
Pine Bluff,AR,34.228430,-92.003200
Piney,AR,34.503140,-93.126020
Pocahontas,AR,36.261460,-90.971230
Pottsville,AR,35.248140,-93.049060
Prairie Creek,AR,36.342020,-94.061870
Prairie Grove,AR,35.975910,-94.317710
Prescott,AR,33.802610,-93.381010
Rector,AR,36.263120,-90.292600
Redfield,AR,34.445100,-92.183200
Rison,AR,33.958430,-92.190150
Rockwell,AR,34.464260,-93.133790
Rogers,AR,36.332020,-94.118540
Russellville,AR,35.278420,-93.133790
Salem,AR,34.628980,-92.558220
Searcy,AR,35.250640,-91.736250
Shannon Hills,AR,34.620090,-92.395430
Sheridan,AR,34.307040,-92.401270
Sherwood,AR,34.815090,-92.224320
Siloam Springs,AR,36.188140,-94.540500
Smackover,AR,33.364850,-92.724880
Southside,AR,35.698410,-91.623470
Springdale,AR,36.186740,-94.128810
Stamps,AR,33.365400,-93.495180
Star City,AR,33.942880,-91.843470
Stuttgart,AR,34.500370,-91.552630
Sulphur Springs,AR,34.180650,-92.123480
Texarkana,AR,33.441790,-94.037690
Tontitown,AR,36.177860,-94.233540
Trumann,AR,35.673690,-90.507330
Tuckerman,AR,35.730630,-91.198460
Van Buren,AR,35.436760,-94.348270
Vilonia,AR,35.083980,-92.207930
Waldo,AR,33.351510,-93.295730
Waldron,AR,34.898430,-94.090760
Walnut Ridge,AR,36.068400,-90.955950
Ward,AR,35.030360,-91.950420
Warren,AR,33.612610,-92.064580
West Crossett,AR,33.140960,-91.994020
West Fork,AR,35.924250,-94.188540
West Helena,AR,34.550660,-90.641770
West Memphis,AR,35.146480,-90.184540
White Hall,AR,34.273990,-92.090980
Wrightsville,AR,34.602320,-92.216810
Wynne,AR,35.224530,-90.786780
Yellville,AR,36.226180,-92.684890
Ahwatukee Foothills,AZ,33.341710,-111.984030
Ajo,AZ,32.371720,-112.860710
Alhambra,AZ,33.498380,-112.134320
Anthem,AZ,33.867260,-112.146820
Apache Junction,AZ,33.415050,-111.549580
Arivaca Junction,AZ,31.727310,-111.061200
Arizona City,AZ,32.755890,-111.670960
Avenue B and C,AZ,32.719040,-114.660050
Avondale,AZ,33.435600,-112.349600
Avra Valley,AZ,32.437850,-111.315390
Bagdad,AZ,34.581130,-113.204640
Beaver Dam,AZ,36.899420,-113.932740
Benson,AZ,31.967860,-110.294520
Big Park,AZ,34.780300,-111.762650
Bisbee,AZ,31.448150,-109.928410
Black Canyon City,AZ,34.070870,-112.150710
Blackwater,AZ,33.031170,-111.582630
Buckeye,AZ,33.370320,-112.583780
Bullhead City,AZ,35.147780,-114.568300
Bylas,AZ,33.134280,-110.120040
Cactus Flat,AZ,32.758400,-109.716190
Camp Verde,AZ,34.563640,-111.854320
Canyon Day,AZ,33.784770,-110.026490
Carefree,AZ,33.822260,-111.918200
Casa Blanca,AZ,33.120330,-111.888190
Casa Grande,AZ,32.879500,-111.757350
Casas Adobes,AZ,32.323410,-110.995100
Catalina,AZ,32.505560,-110.921110
Catalina Foothills,AZ,32.297850,-110.918700
Cave Creek,AZ,33.833330,-111.950830
Centennial Park,AZ,36.953810,-112.981320
Central City,AZ,33.440010,-112.058050
Central Heights-Midland City,AZ,33.403720,-110.815410
Chandler,AZ,33.306160,-111.841250
Chinle,AZ,36.154450,-109.552610
Chino Valley,AZ,34.757520,-112.453780
Cibecue,AZ,34.044770,-110.485390
Cienega Springs,AZ,34.188630,-114.224670
Citrus Park,AZ,33.548650,-112.444330
Clarkdale,AZ,34.771130,-112.057940
Claypool,AZ,33.411170,-110.842610
Clifton,AZ,33.050900,-109.296180
Colorado City,AZ,36.990260,-112.975770
Congress,AZ,34.162530,-112.850740
Coolidge,AZ,32.977840,-111.517620
Cordes Lakes,AZ,34.307810,-112.103490
Cornville,AZ,34.717800,-111.921540
Corona de Tucson,AZ,31.965360,-110.775640
Cottonwood,AZ,34.739190,-112.009880
Deer Valley,AZ,33.683930,-112.134880
Desert Hills,AZ,34.553900,-114.372460
Dewey-Humboldt,AZ,34.530000,-112.242220
Dilkon,AZ,35.385290,-110.320680
Dolan Springs,AZ,35.591940,-114.273290
Donovan Estates,AZ,32.709350,-114.678220
Douglas,AZ,31.344550,-109.545340
Drexel Heights,AZ,32.141190,-111.028430
Eagar,AZ,34.111240,-109.292380
East Sahuarita,AZ,31.942860,-110.928420
Ehrenberg,AZ,33.604190,-114.525230
El Mirage,AZ,33.613090,-112.324600
Eloy,AZ,32.755900,-111.554840
Encanto,AZ,33.479370,-112.078230
First Mesa,AZ,35.836670,-110.381520
Flagstaff,AZ,35.198070,-111.651270
Florence,AZ,33.031450,-111.387340
Flowing Wells,AZ,32.293960,-111.009820
Fort Defiance,AZ,35.744460,-109.076480
Fortuna Foothills,AZ,32.657830,-114.411890
Fountain Hills,AZ,33.611710,-111.717360
Fredonia,AZ,36.945540,-112.526590
Ganado,AZ,35.711400,-109.542050
Gila Bend,AZ,32.947820,-112.716830
Gilbert,AZ,33.352830,-111.789030
Glendale,AZ,33.538650,-112.185990
Globe,AZ,33.394220,-110.786500
Gold Camp,AZ,33.293670,-111.304290
Gold Canyon,AZ,33.371450,-111.436910
Golden Shores,AZ,34.781880,-114.477750
Golden Valley,AZ,35.223330,-114.223010
Goodyear,AZ,33.435320,-112.358210
Grand Canyon,AZ,36.054430,-112.139340
Grand Canyon Village,AZ,36.046370,-112.154060
Green Valley,AZ,31.854250,-110.993700
Guadalupe,AZ,33.370880,-111.962920
Heber-Overgaard,AZ,34.414140,-110.569560
Holbrook,AZ,34.902250,-110.158180
Houck,AZ,35.283080,-109.207040
Huachuca City,AZ,31.627870,-110.333970
Joseph City,AZ,34.955860,-110.334010
Kachina Village,AZ,35.096960,-111.692660
Kaibito,AZ,36.597220,-111.074310
Kayenta,AZ,36.727780,-110.254580
Kearny,AZ,33.057010,-110.910670
Kingman,AZ,35.189440,-114.053010
Lake Havasu City,AZ,34.483900,-114.322450
Lake Montezuma,AZ,34.632240,-111.777930
Lake of the Woods,AZ,34.163930,-109.989550
